dt,AverageTemperature,State
19780110,11.618,New Jersey
19780111,7.477,New Jersey
19780112,1.801,New Jersey
19790101,1.071,New Jersey
19790102,5.826,New Jersey
19790103,6.344,New Jersey
19790104,9.652,New Jersey
19790105,16.53,New Jersey
19790106,19.133,New Jersey
19790107,22.816,New Jersey
19790108,22.484,New Jersey
19790109,18.631,New Jersey
19790110,11.745,New Jersey
19790111,9.003,New Jersey
19790112,2.465,New Jersey
19800101,0.721,New Jersey
19800102,2.28,New Jersey
19800103,3.251,New Jersey
19800104,10.795,New Jersey
19800105,17.053,New Jersey
19800106,19.493,New Jersey
19800107,24.093,New Jersey
19800108,24.263,New Jersey
19800109,20.227,New Jersey
19800110,11.292,New Jersey
19800111,5.08,New Jersey
19800112,1.126,New Jersey
19810101,4.92,New Jersey
19810102,2.432,New Jersey
19810103,3.666,New Jersey
19810104,11.543,New Jersey
19810105,15.909,New Jersey
19810106,21.213,New Jersey
19810107,23.883,New Jersey
19810108,21.918,New Jersey
19810109,18.148,New Jersey
19810110,10.477,New Jersey
19810111,6.648,New Jersey
19810112,0.085,New Jersey
19820101,5.377,New Jersey
19820102,0.246,New Jersey
19820103,3.856,New Jersey
19820104,8.707,New Jersey
19820105,16.679,New Jersey
19820106,19.025,New Jersey
19820107,23.307,New Jersey
19820108,20.975,New Jersey
19820109,18.212,New Jersey
19820110,12.311,New Jersey
19820111,8.328,New Jersey
19820112,4.235,New Jersey
19830101,0.294,New Jersey
19830102,0.476,New Jersey
19830103,5.725,New Jersey
19830104,9.46,New Jersey
19830105,14.807,New Jersey
19830106,20.922,New Jersey
19830107,24.304,New Jersey
19830108,23.677,New Jersey
19830109,19.534,New Jersey
19830110,12.547,New Jersey
19830111,7.409,New Jersey
19830112,0.27,New Jersey
19840101,3.542,New Jersey
19840102,3.13,New Jersey
19840103,1.465,New Jersey
19840104,9.367,New Jersey
19840105,15.126,New Jersey
19840106,21.628,New Jersey
19840107,22.483,New Jersey
19840108,23.22,New Jersey
19840109,17.198,New Jersey
19840110,14.818,New Jersey
19840111,6.305,New Jersey
19840112,4.474,New Jersey
19850101,3.591,New Jersey
19850102,0.461,New Jersey
19850103,5.94,New Jersey
19850104,11.644,New Jersey
19850105,17.107,New Jersey
19850106,19.3,New Jersey
19850107,23.066,New Jersey
19850108,22.307,New Jersey
19850109,19.511,New Jersey
19850110,13.382,New Jersey
19850111,9.124,New Jersey
19850112,0.647,New Jersey
19860101,0.795,New Jersey
19860102,1.294,New Jersey
19860103,5.338,New Jersey
19860104,10.278,New Jersey
19860105,17.385,New Jersey
19860106,20.707,New Jersey
19860107,23.616,New Jersey
19860108,21.531,New Jersey
19860109,18.282,New Jersey
19860110,12.901,New Jersey
19860111,5.834,New Jersey
19860112,2.063,New Jersey
19870101,1.583,New Jersey
19870102,1.257,New Jersey
19870103,5.67,New Jersey
19870104,10.29,New Jersey
19870105,16.23,New Jersey
19870106,21.728,New Jersey
19870107,24.434,New Jersey
19870108,22.052,New Jersey
19870109,18.776,New Jersey
19870110,10.054,New Jersey
19870111,7.457,New Jersey
19870112,2.474,New Jersey
19880101,3.757,New Jersey
19880102,0.033,New Jersey
19880103,5.098,New Jersey
19880104,9.165,New Jersey
19880105,15.786,New Jersey
19880106,20.525,New Jersey
19880107,24.714,New Jersey
19880108,24.119,New Jersey
19880109,17.634,New Jersey
19880110,9.566,New Jersey
19880111,7.408,New Jersey
19880112,0.409,New Jersey
19890101,1.117,New Jersey
19890102,0,New Jersey
19890103,4.262,New Jersey
19890104,9.218,New Jersey
19890105,15.514,New Jersey
19890106,21.716,New Jersey
19890107,22.926,New Jersey
19890108,22.261,New Jersey
19890109,18.973,New Jersey
19890110,12.919,New Jersey
19890111,6.182,New Jersey
19890112,5.477,New Jersey
19900101,3.109,New Jersey
19900102,3.194,New Jersey
19900103,6.224,New Jersey
19900104,10.363,New Jersey
19900105,14.825,New Jersey
19900106,20.765,New Jersey
19900107,23.562,New Jersey
19900108,22.634,New Jersey
19900109,17.96,New Jersey
19900110,14.66,New Jersey
19900111,8.046,New Jersey
19900112,3.934,New Jersey
19910101,0.376,New Jersey
19910102,2.648,New Jersey
19910103,6.104,New Jersey
19910104,11.446,New Jersey
19910105,19.037,New Jersey
19910106,21.751,New Jersey
19910107,23.941,New Jersey
19910108,23.576,New Jersey
19910109,18.28,New Jersey
19910110,12.773,New Jersey
19910111,7.082,New Jersey
19910112,2.75,New Jersey
19920101,0.276,New Jersey
19920102,1.233,New Jersey
19920103,3.274,New Jersey
19920104,9.029,New Jersey
19920105,14.56,New Jersey
19920106,19.412,New Jersey
19920107,22.621,New Jersey
19920108,21.022,New Jersey
19920109,18.408,New Jersey
19920110,10.431,New Jersey
19920111,6.555,New Jersey
19920112,1.494,New Jersey
19930101,1.333,New Jersey
19930102,2.342,New Jersey
19930103,2.502,New Jersey
19930104,10.021,New Jersey
19930105,16.751,New Jersey
19930106,20.856,New Jersey
19930107,24.731,New Jersey
19930108,23.217,New Jersey
19930109,18.571,New Jersey
19930110,11.286,New Jersey
19930111,6.592,New Jersey
19930112,0.623,New Jersey
19940101,5.003,New Jersey
19940102,2.164,New Jersey
19940103,3.649,New Jersey
19940104,11.997,New Jersey
19940105,14.725,New Jersey
19940106,22.294,New Jersey
19940107,24.811,New Jersey
19940108,21.344,New Jersey
19940109,18.013,New Jersey
19940110,11.547,New Jersey
19940111,9.188,New Jersey
19940112,3.473,New Jersey
19950101,1.751,New Jersey
19950102,1.828,New Jersey
19950103,6.158,New Jersey
19950104,9.572,New Jersey
19950105,15.208,New Jersey
19950106,20.898,New Jersey
19950107,24.58,New Jersey
19950108,23.568,New Jersey
19950109,18.516,New Jersey
19950110,14.281,New Jersey
19950111,4.648,New Jersey
19950112,1.455,New Jersey
19960101,2.056,New Jersey
19960102,0.338,New Jersey
19960103,2.437,New Jersey
19960104,10.154,New Jersey
19960105,14.76,New Jersey
19960106,21.239,New Jersey
19960107,22.178,New Jersey
19960108,22.307,New Jersey
19960109,19.069,New Jersey
19960110,12.208,New Jersey
19960111,4.378,New Jersey
19960112,3.334,New Jersey
19970101,1.248,New Jersey
19970102,3.088,New Jersey
19970103,4.987,New Jersey
19970104,9.167,New Jersey
19970105,14.137,New Jersey
19970106,20.184,New Jersey
19970107,23.388,New Jersey
19970108,21.899,New Jersey
19970109,18.209,New Jersey
19970110,12.2,New Jersey
19970111,5.618,New Jersey
19970112,2.028,New Jersey
19980101,3.25,New Jersey
19980102,3.731,New Jersey
19980103,6.106,New Jersey
19980104,11.251,New Jersey
19980105,17.491,New Jersey
19980106,20.344,New Jersey
19980107,23.459,New Jersey
19980108,23.462,New Jersey
19980109,20.204,New Jersey
19980110,12.864,New Jersey
19980111,7.141,New Jersey
19980112,4.117,New Jersey
19990101,0.248,New Jersey
19990102,1.689,New Jersey
19990103,4.31,New Jersey
19990104,10.354,New Jersey
19990105,16.119,New Jersey
19990106,21.446,New Jersey
19990107,25.552,New Jersey
19990108,23.162,New Jersey
19990109,19.607,New Jersey
19990110,11.68,New Jersey
19990111,9.073,New Jersey
19990112,2.803,New Jersey
20000101,1.54,New Jersey
20000102,1.519,New Jersey
20000103,7.445,New Jersey
20000104,9.731,New Jersey
20000105,16.672,New Jersey
20000106,21.166,New Jersey
20000107,21.56,New Jersey
20000108,21.741,New Jersey
20000109,18.048,New Jersey
20000110,12.514,New Jersey
20000111,6.024,New Jersey
20000112,1.962,New Jersey
20010101,1.328,New Jersey
20010102,1.223,New Jersey
20010103,3.201,New Jersey
20010104,10.708,New Jersey
20010105,16.509,New Jersey
20010106,21.738,New Jersey
20010107,21.716,New Jersey
20010108,24.125,New Jersey
20010109,18.274,New Jersey
20010110,12.924,New Jersey
20010111,9.358,New Jersey
20010112,4.833,New Jersey
20020101,2.535,New Jersey
20020102,3.303,New Jersey
20020103,6.016,New Jersey
20020104,12.143,New Jersey
20020105,15.271,New Jersey
20020106,21.335,New Jersey
20020107,24.55,New Jersey
20020108,24.324,New Jersey
20020109,19.996,New Jersey
20020110,12.133,New Jersey
20020111,6.189,New Jersey
20020112,0.475,New Jersey
20030101,3.499,New Jersey
20030102,2.25,New Jersey
20030103,4.885,New Jersey
20030104,9.16,New Jersey
20030105,14.034,New Jersey
20030106,19.699,New Jersey
20030107,23.529,New Jersey
20030108,23.814,New Jersey
20030109,19.359,New Jersey
20030110,11.42,New Jersey
20030111,8.982,New Jersey
20030112,1.594,New Jersey
20040101,4.489,New Jersey
20040102,0.089,New Jersey
20040103,5.656,New Jersey
20040104,10.821,New Jersey
20040105,18.777,New Jersey
20040106,20.533,New Jersey
20040107,22.887,New Jersey
20040108,22.439,New Jersey
20040109,19.727,New Jersey
20040110,11.923,New Jersey
20040111,7.757,New Jersey
20040112,1.583,New Jersey
20050101,1.7,New Jersey
20050102,0.669,New Jersey
20050103,2.496,New Jersey
20050104,11.047,New Jersey
20050105,13.671,New Jersey
20050106,22.164,New Jersey
20050107,24.337,New Jersey
20050108,24.591,New Jersey
20050109,21.121,New Jersey
20050110,13.198,New Jersey
20050111,8.29,New Jersey
20050112,0.181,New Jersey
20060101,3.181,New Jersey
20060102,0.815,New Jersey
20060103,4.99,New Jersey
20060104,11.591,New Jersey
20060105,16.16,New Jersey
20060106,20.975,New Jersey
20060107,24.688,New Jersey
20060108,23.513,New Jersey
20060109,17.95,New Jersey
20060110,11.918,New Jersey
20060111,9.4,New Jersey
20060112,5.058,New Jersey
20070101,2.156,New Jersey
20070102,3.201,New Jersey
20070103,4.52,New Jersey
20070104,8.881,New Jersey
20070105,16.99,New Jersey
20070106,21.358,New Jersey
20070107,23.044,New Jersey
20070108,23.073,New Jersey
20070109,19.9,New Jersey
20070110,16.271,New Jersey
20070111,6.244,New Jersey
20070112,1.597,New Jersey
20080101,0.787,New Jersey
20080102,1.134,New Jersey
20080103,5.061,New Jersey
20080104,11.506,New Jersey
20080105,14.542,New Jersey
20080106,22.561,New Jersey
20080107,24.205,New Jersey
20080108,21.807,New Jersey
20080109,19.577,New Jersey
20080110,11.614,New Jersey
20080111,6.247,New Jersey
20080112,2.098,New Jersey
20090101,3.36,New Jersey
20090102,1.163,New Jersey
20090103,4.539,New Jersey
20090104,11.19,New Jersey
20090105,16.118,New Jersey
20090106,19.768,New Jersey
20090107,22.032,New Jersey
20090108,23.676,New Jersey
20090109,18.067,New Jersey
20090110,11.694,New Jersey
20090111,9.235,New Jersey
20090112,0.945,New Jersey
20100101,1.053,New Jersey
20100102,0.741,New Jersey
20100103,7.492,New Jersey
20100104,12.689,New Jersey
20100105,17.574,New Jersey
20100106,22.971,New Jersey
20100107,25.384,New Jersey
20100108,23.565,New Jersey
20100109,20.319,New Jersey
20100110,13.078,New Jersey
20100111,7.082,New Jersey
20100112,1.151,New Jersey
20110101,2.939,New Jersey
20110102,0.71,New Jersey
20110103,4.763,New Jersey
20110104,11.642,New Jersey
20110105,17.532,New Jersey
20110106,22.047,New Jersey
20110107,25.333,New Jersey
20110108,22.921,New Jersey
20110109,20.139,New Jersey
20110110,12.959,New Jersey
20110111,9.177,New Jersey
20110112,4.484,New Jersey
20120101,1.636,New Jersey
20120102,3.412,New Jersey
20120103,9.508,New Jersey
20120104,11.177,New Jersey
20120105,18.227,New Jersey
20120106,20.813,New Jersey
20120107,25.251,New Jersey
20120108,23.532,New Jersey
20120109,19.101,New Jersey
20120110,13.454,New Jersey
20120111,5.107,New Jersey
20120112,4.261,New Jersey
20130101,0.553,New Jersey
20130102,0.064,New Jersey
20130103,3.359,New Jersey
20130104,10.54,New Jersey
20130105,16.057,New Jersey
20130106,21.515,New Jersey
20130107,25.173,New Jersey
20130108,21.701,New Jersey
20130109,18.378,New Jersey
19000101,3.186,New Mexico
19000102,3.031,New Mexico
19000103,8.337,New Mexico
19000104,9.364,New Mexico
19000105,16.552,New Mexico
19000106,21.684,New Mexico
19000107,22.966,New Mexico
19000108,21.795,New Mexico
19000109,18.195,New Mexico
19000110,12.539,New Mexico
19000111,6.765,New Mexico
19000112,1.655,New Mexico
19010101,2.152,New Mexico
19010102,2.752,New Mexico
19010103,6.083,New Mexico
19010104,10.078,New Mexico
19010105,16.072,New Mexico
19010106,20.585,New Mexico
19010107,23.389,New Mexico
19010108,22.808,New Mexico
19010109,18.379,New Mexico
19010110,12.855,New Mexico
19010111,7.583,New Mexico
19010112,1.883,New Mexico
19020101,1.644,New Mexico
19020102,3.789,New Mexico
19020103,5.225,New Mexico
19020104,12.825,New Mexico
19020105,16.71,New Mexico
19020106,22.177,New Mexico
19020107,21.707,New Mexico
19020108,22.073,New Mexico
19020109,17.61,New Mexico
19020110,12.517,New Mexico
19020111,5.937,New Mexico
19020112,1.344,New Mexico
19030101,1.368,New Mexico
19030102,0.774,New Mexico
19030103,6.075,New Mexico
19030104,11.241,New Mexico
19030105,14.854,New Mexico
19030106,18.623,New Mexico
19030107,23.083,New Mexico
19030108,22.355,New Mexico
19030109,17.49,New Mexico
19030110,11.552,New Mexico
19030111,7.076,New Mexico
19030112,1.059,New Mexico
19040101,0.541,New Mexico
19040102,5.778,New Mexico
19040103,8.928,New Mexico
19040104,11.714,New Mexico
19040105,15.989,New Mexico
19040106,19.853,New Mexico
19040107,22.131,New Mexico
19040108,21.428,New Mexico
19040109,17.976,New Mexico
19040110,11.438,New Mexico
19040111,5.97,New Mexico
19040112,1.335,New Mexico
19050101,1.047,New Mexico
19050102,1.292,New Mexico
19050103,7.859,New Mexico
19050104,9.738,New Mexico
19050105,15.299,New Mexico
19050106,21.029,New Mexico
19050107,21.574,New Mexico
19050108,22.274,New Mexico
19050109,18.56,New Mexico
19050110,11.463,New Mexico
19050111,6.448,New Mexico
19050112,1.373,New Mexico
19060101,0.505,New Mexico
19060102,3.927,New Mexico
19060103,6.864,New Mexico
19060104,11.074,New Mexico
19060105,15.754,New Mexico
19060106,20.903,New Mexico
19060107,21.478,New Mexico
19060108,20.831,New Mexico
19060109,17.893,New Mexico
19060110,11.11,New Mexico
19060111,5.145,New Mexico
19060112,4.304,New Mexico
19070101,3.564,New Mexico
19070102,6.361,New Mexico
19070103,9.919,New Mexico
19070104,11.309,New Mexico
19070105,13.309,New Mexico
19070106,18.912,New Mexico
19070107,22.576,New Mexico
19070108,21.801,New Mexico
19070109,18.265,New Mexico
19070110,12.327,New Mexico
19070111,4.894,New Mexico
19070112,2.475,New Mexico
19080101,1.892,New Mexico
19080102,3.375,New Mexico
19080103,9.058,New Mexico
19080104,11.297,New Mexico
19080105,14.221,New Mexico
19080106,20.269,New Mexico
19080107,21.654,New Mexico
19080108,21.136,New Mexico
19080109,17.645,New Mexico
19080110,10.398,New Mexico
19080111,5.023,New Mexico
19080112,2.039,New Mexico
19090101,4.437,New Mexico
19090102,3.292,New Mexico
19090103,5.488,New Mexico
19090104,10.567,New Mexico
19090105,14.391,New Mexico
19090106,21.252,New Mexico
19090107,23.545,New Mexico
19090108,22.143,New Mexico
19090109,17.625,New Mexico
19090110,12.454,New Mexico
19090111,7.819,New Mexico
19090112,1.981,New Mexico
19100101,2.112,New Mexico
19100102,2.15,New Mexico
19100103,10.412,New Mexico
19100104,11.923,New Mexico
19100105,16.683,New Mexico
19100106,21.717,New Mexico
19100107,23.892,New Mexico
19100108,22.7,New Mexico
19100109,19.812,New Mexico
19100110,12.339,New Mexico
19100111,7.756,New Mexico
19100112,2.7,New Mexico
19110101,4.613,New Mexico
19110102,2.909,New Mexico
19110103,9.209,New Mexico
19110104,11.488,New Mexico
19110105,16.306,New Mexico
19110106,20.914,New Mexico
19110107,21.57,New Mexico
19110108,22.175,New Mexico
19110109,19.892,New Mexico
19110110,11.315,New Mexico
19110111,4.224,New Mexico
19110112,2.017,New Mexico
19120101,0.823,New Mexico
19120102,2.147,New Mexico
19120103,5.874,New Mexico
19120104,9.051,New Mexico
19120105,15.635,New Mexico
19120106,19.541,New Mexico
19120107,22.318,New Mexico
19120108,21.471,New Mexico
19120109,16.312,New Mexico
19120110,11.128,New Mexico
19120111,5.184,New Mexico
19120112,1.13,New Mexico
19130101,1.057,New Mexico
19130102,1.322,New Mexico
19130103,5.003,New Mexico
19130104,10.551,New Mexico
19130105,16.448,New Mexico
19130106,19.446,New Mexico
19130107,22.66,New Mexico
19130108,22.07,New Mexico
19130109,16.118,New Mexico
19130110,11.197,New Mexico
19130111,7.816,New Mexico
19130112,1.076,New Mexico
19140101,3.645,New Mexico
19140102,3.138,New Mexico
19140103,6.731,New Mexico
19140104,11.547,New Mexico
19140105,15.957,New Mexico
19140106,20.893,New Mexico
19140107,21.49,New Mexico
19140108,21.456,New Mexico
19140109,18.841,New Mexico
19140110,11.859,New Mexico
19140111,7.466,New Mexico
19140112,0.465,New Mexico
19150101,0.75,New Mexico
19150102,2.89,New Mexico
19150103,4.099,New Mexico
19150104,11.154,New Mexico
19150105,14.107,New Mexico
19150106,20.273,New Mexico
19150107,22.115,New Mexico
19150108,20.59,New Mexico
19150109,17.691,New Mexico
19150110,12.271,New Mexico
19150111,6.582,New Mexico
19150112,2.026,New Mexico
19160101,2.293,New Mexico
19160102,5.422,New Mexico
19160103,9.543,New Mexico
19160104,10.797,New Mexico
19160105,15.778,New Mexico
19160106,21.371,New Mexico
19160107,22.669,New Mexico
19160108,21.138,New Mexico
19160109,17.77,New Mexico
19160110,11.977,New Mexico
19160111,5.212,New Mexico
19160112,0.412,New Mexico
19170101,0.479,New Mexico
19170102,2.96,New Mexico
19170103,5.085,New Mexico
19170104,10.067,New Mexico
19170105,12.62,New Mexico
19170106,20.478,New Mexico
19170107,23.719,New Mexico
19170108,21.689,New Mexico
19170109,18.448,New Mexico
19170110,12.318,New Mexico
19170111,7.775,New Mexico
19170112,3.806,New Mexico
19180101,1.254,New Mexico
19180102,4.734,New Mexico
19180103,8.67,New Mexico
19180104,10.145,New Mexico
19180105,15.341,New Mexico
19180106,22.34,New Mexico
19180107,22.879,New Mexico
19180108,21.676,New Mexico
19180109,17.86,New Mexico
19180110,12.906,New Mexico
19180111,4.006,New Mexico
19180112,1.091,New Mexico
19190101,2.182,New Mexico
19190102,1.168,New Mexico
19190103,5.771,New Mexico
19190104,11.527,New Mexico
19190105,15.852,New Mexico
19190106,19.331,New Mexico
19190107,22.161,New Mexico
19190108,22.299,New Mexico
19190109,18.479,New Mexico
19190110,11.522,New Mexico
19190111,5.633,New Mexico
19190112,2.719,New Mexico
19200101,1.982,New Mexico
19200102,5.28,New Mexico
19200103,6.101,New Mexico
19200104,8.629,New Mexico
19200105,15.882,New Mexico
19200106,19.699,New Mexico
19200107,22.59,New Mexico
19200108,20.523,New Mexico
19200109,18.084,New Mexico
19200110,11.512,New Mexico
19200111,5.509,New Mexico
19200112,0.702,New Mexico
19210101,2.897,New Mexico
19210102,3.996,New Mexico
19210103,9.035,New Mexico
19210104,9.706,New Mexico
19210105,15.644,New Mexico
19210106,19.68,New Mexico
19210107,21.846,New Mexico
19210108,21.501,New Mexico
19210109,19.446,New Mexico
19210110,13.609,New Mexico
19210111,7.43,New Mexico
19210112,4.439,New Mexico
19220101,0.398,New Mexico
19220102,3.092,New Mexico
19220103,5.69,New Mexico
19220104,10.053,New Mexico
19220105,16.029,New Mexico
19220106,21.351,New Mexico
19220107,23.44,New Mexico
19220108,23.183,New Mexico
19220109,19.403,New Mexico
19220110,12.423,New Mexico
19220111,4.913,New Mexico
19220112,3.73,New Mexico
19230101,3.903,New Mexico
19230102,2.449,New Mexico
19230103,4.988,New Mexico
19230104,10.865,New Mexico
19230105,16.264,New Mexico
19230106,20.715,New Mexico
19230107,23.092,New Mexico
19230108,21.327,New Mexico
19230109,17.219,New Mexico
19230110,10.411,New Mexico
19230111,5.609,New Mexico
19230112,0.512,New Mexico
19240101,0.531,New Mexico
19240102,3.95,New Mexico
19240103,4.064,New Mexico
19240104,10.095,New Mexico
19240105,15.504,New Mexico
19240106,22.597,New Mexico
19240107,22.567,New Mexico
19240108,22.6,New Mexico
19240109,18.154,New Mexico
19240110,12.622,New Mexico
19240111,7.45,New Mexico
19240112,0.78,New Mexico
19250101,1.212,New Mexico
19250102,5.289,New Mexico
19250103,8.892,New Mexico
19250104,13.014,New Mexico
19250105,17.364,New Mexico
19250106,21.322,New Mexico
19250107,23.359,New Mexico
19250108,20.793,New Mexico
19250109,18.105,New Mexico
19250110,11.615,New Mexico
19250111,5.291,New Mexico
19250112,0.538,New Mexico
19260101,1.16,New Mexico
19260102,5.051,New Mexico
19260103,5.93,New Mexico
19260104,10.093,New Mexico
19260105,15.041,New Mexico
19260106,20.602,New Mexico
19260107,21.912,New Mexico
19260108,21.991,New Mexico
19260109,19.216,New Mexico
19260110,13.387,New Mexico
19260111,6.63,New Mexico
19260112,0.807,New Mexico
19270101,3.672,New Mexico
19270102,5.719,New Mexico
19270103,6.729,New Mexico
19270104,11.809,New Mexico
19270105,17.353,New Mexico
19270106,20.2,New Mexico
19270107,22.956,New Mexico
19270108,21.29,New Mexico
19270109,17.976,New Mexico
19270110,12.56,New Mexico
19270111,8.926,New Mexico
19270112,0.345,New Mexico
19280101,2.41,New Mexico
19280102,2.603,New Mexico
19280103,8.366,New Mexico
19280104,10.081,New Mexico
19280105,15.951,New Mexico
19280106,20.799,New Mexico
19280107,22.973,New Mexico
19280108,20.75,New Mexico
19280109,17.821,New Mexico
19280110,13.261,New Mexico
19280111,4.984,New Mexico
19280112,0.865,New Mexico
19290101,0.82,New Mexico
19290102,0.209,New Mexico
19290103,6.274,New Mexico
19290104,11.064,New Mexico
19290105,15.209,New Mexico
19290106,21.156,New Mexico
19290107,22.608,New Mexico
19290108,21.498,New Mexico
19290109,18.091,New Mexico
19290110,11.975,New Mexico
19290111,2.851,New Mexico
19290112,2.394,New Mexico
19300101,1.533,New Mexico
19300102,5.933,New Mexico
19300103,5.424,New Mexico
19300104,13.371,New Mexico
19300105,14.37,New Mexico
19300106,21.295,New Mexico
19300107,22.51,New Mexico
19300108,22.011,New Mexico
19300109,18.313,New Mexico
19300110,11.944,New Mexico
19300111,4.726,New Mexico
19300112,0.37,New Mexico
19310101,0.446,New Mexico
19310102,4.119,New Mexico
19310103,5.457,New Mexico
19310104,10.681,New Mexico
19310105,15.068,New Mexico
19310106,21.439,New Mexico
19310107,23.095,New Mexico
19310108,21.212,New Mexico
19310109,20.015,New Mexico
19310110,13.555,New Mexico
19310111,5.17,New Mexico
19310112,0.06,New Mexico
19320101,1.467,New Mexico
19320102,5.455,New Mexico
19320103,5.228,New Mexico
19320104,11.393,New Mexico
19320105,15.578,New Mexico
19320106,20.027,New Mexico
19320107,23.05,New Mexico
19320108,22.211,New Mexico
19320109,17.417,New Mexico
19320110,11.194,New Mexico
19320111,6.19,New Mexico
19320112,1.405,New Mexico
19330101,0.35,New Mexico
19330102,0.05,New Mexico
19330103,7.886,New Mexico
19330104,9.015,New Mexico
19330105,14.567,New Mexico
19330106,21.251,New Mexico
19330107,23.63,New Mexico
19330108,22.004,New Mexico
19330109,20.314,New Mexico
19330110,13.754,New Mexico
19330111,7.234,New Mexico
19330112,4.556,New Mexico
19340101,1.878,New Mexico
19340102,5.581,New Mexico
19340103,8.723,New Mexico
19340104,12.891,New Mexico
19340105,18.426,New Mexico
19340106,21.506,New Mexico
19340107,24.545,New Mexico
19340108,23.339,New Mexico
19340109,18.329,New Mexico
19340110,14.15,New Mexico
19340111,6.848,New Mexico
19340112,2.727,New Mexico
19350101,3.48,New Mexico
19350102,3.703,New Mexico
19350103,7.899,New Mexico
19350104,11.533,New Mexico
19350105,13.672,New Mexico
19350106,21.069,New Mexico
19350107,23.368,New Mexico
19350108,22.36,New Mexico
19350109,17.499,New Mexico
19350110,12.802,New Mexico
19350111,5.617,New Mexico
19350112,1.449,New Mexico
19360101,0.766,New Mexico
19360102,3.398,New Mexico
19360103,7.9,New Mexico
19360104,11.89,New Mexico
19360105,16.971,New Mexico
19360106,22.134,New Mexico
19360107,23.23,New Mexico
19360108,22.717,New Mexico
19360109,17.839,New Mexico
19360110,11.531,New Mexico
19360111,5.321,New Mexico
19360112,2.219,New Mexico
19370101,2.386,New Mexico
19370102,2.819,New Mexico
19370103,5.277,New Mexico
19370104,11.388,New Mexico
19370105,16.944,New Mexico
19370106,20.744,New Mexico
19370107,23.411,New Mexico
19370108,23.5,New Mexico
19370109,19.402,New Mexico
19370110,13.218,New Mexico
19370111,6.62,New Mexico
19370112,2.396,New Mexico
19380101,1.854,New Mexico
19380102,4.348,New Mexico
19380103,7.798,New Mexico
19380104,11.174,New Mexico
19380105,15.707,New Mexico
19380106,21.079,New Mexico
19380107,22.192,New Mexico
19380108,22.553,New Mexico
19380109,18.2,New Mexico
19380110,13.206,New Mexico
19380111,4.065,New Mexico
19380112,2.683,New Mexico
19390101,1.126,New Mexico
19390102,0.866,New Mexico
19390103,7.537,New Mexico
19390104,11.903,New Mexico
19390105,16.744,New Mexico
19390106,21.694,New Mexico
19390107,23.055,New Mexico
19390108,21.766,New Mexico
19390109,19.425,New Mexico
19390110,11.855,New Mexico
19390111,5.782,New Mexico
19390112,3.663,New Mexico
19400101,0.118,New Mexico
19400102,3.045,New Mexico
19400103,7.912,New Mexico
19400104,11.125,New Mexico
19400105,16.649,New Mexico
19400106,20.771,New Mexico
19400107,23.457,New Mexico
19400108,21.539,New Mexico
19400109,18.983,New Mexico
19400110,13.21,New Mexico
19400111,4.815,New Mexico
19400112,3.507,New Mexico
19410101,1.77,New Mexico
19410102,4.767,New Mexico
19410103,5.713,New Mexico
19410104,9.209,New Mexico
19410105,16.053,New Mexico
19410106,18.913,New Mexico
19410107,21.747,New Mexico
19410108,21.365,New Mexico
19410109,17.772,New Mexico
19410110,12.053,New Mexico
19410111,6.517,New Mexico
19410112,2.703,New Mexico
19420101,1.456,New Mexico
19420102,1.491,New Mexico
19420103,5.23,New Mexico
19420104,11.067,New Mexico
19420105,15.527,New Mexico
19420106,20.908,New Mexico
19420107,23.054,New Mexico
19420108,21.528,New Mexico
19420109,17.605,New Mexico
19420110,11.915,New Mexico
19420111,8.004,New Mexico
19420112,3.528,New Mexico
19430101,2.25,New Mexico
19430102,5.348,New Mexico
19430103,7.075,New Mexico
19430104,13.603,New Mexico
19430105,16.379,New Mexico
19430106,21.109,New Mexico
19430107,23.01,New Mexico
19430108,23.623,New Mexico
19430109,18.455,New Mexico
19430110,11.832,New Mexico
19430111,5.533,New Mexico
19430112,0.168,New Mexico
19440101,0.513,New Mexico
19440102,3.206,New Mexico
19440103,5.72,New Mexico
19440104,9.568,New Mexico
19440105,15.537,New Mexico
19440106,20.483,New Mexico
19440107,22.703,New Mexico
19440108,22.391,New Mexico
19440109,17.979,New Mexico
19440110,13.002,New Mexico
19440111,5.418,New Mexico
19440112,1.096,New Mexico
19450101,1.401,New Mexico
19450102,4.687,New Mexico
19450103,6.526,New Mexico
19450104,9.566,New Mexico
19450105,16.529,New Mexico
19450106,19.649,New Mexico
19450107,22.808,New Mexico
19450108,22.833,New Mexico
19450109,18.749,New Mexico
19450110,12.648,New Mexico
19450111,6.613,New Mexico
19450112,0.53,New Mexico
19460101,0.242,New Mexico
19460102,3.244,New Mexico
19460103,7.69,New Mexico
19460104,14.069,New Mexico
19460105,15.282,New Mexico
19460106,22.107,New Mexico
19460107,23.271,New Mexico
19460108,22.423,New Mexico
19460109,19.291,New Mexico
19460110,12.251,New Mexico
19460111,4.814,New Mexico
19460112,3.898,New Mexico
19470101,0.376,New Mexico
19470102,3.727,New Mexico
19470103,6.506,New Mexico
19470104,10.497,New Mexico
19470105,16.906,New Mexico
19470106,20.509,New Mexico
19470107,23.678,New Mexico
19470108,22.101,New Mexico
19470109,19.765,New Mexico
19470110,14.11,New Mexico
19470111,3.552,New Mexico
19470112,0.465,New Mexico
19480101,0.265,New Mexico
19480102,2.042,New Mexico
19480103,3.759,New Mexico
